date,region,indicator,frequency,value
2021,Latin America,Liquids Production,Annual,
2018,Latin America,Liquids Production,Quarterly,5.124537
2020,Latin America,Liquids Production,Quarterly,5.910292
2021,Latin America,Liquids Production,Quarterly,6.112611
2018,Argentina,Liquids Production,Annual,
2021,Argentina,Liquids Production,Annual,0.679789391780822
2021,Argentina,Liquids Production,Quarterly,0.681091
2019,Colombia,Liquids Production,Annual,0.910862898630137
2019,Colombia,Liquids Production,Quarterly,0.904937
2019,Guyana,Liquids Production,Quarterly,
2020,Guyana,Liquids Production,Quarterly,
2016,Trinidad & Tobago,Liquids Production,Annual,0.0965602076502732
2019,Trinidad & Tobago,Liquids Production,Quarterly,0.093989
2021,Latin America others,Liquids Production,Quarterly,0.316732
2016,Middle East,Demand,Annual,
2021,Middle East,Demand,Annual,
2021,Middle East,Liquids Production,Annual,
2016,Oman,Liquids Production,Quarterly,
2020,Qatar,Liquids Production,Annual,
2017,Syria,Liquids Production,Quarterly,
2021,Syria,Liquids Production,Quarterly,0.025347
2017,Yemen,Liquids Production,Quarterly,
2019,Yemen,Liquids Production,Quarterly,0.042
2020,Africa,Demand,Annual,
2017,Africa,Liquids Production,Quarterly,
2016,Cameroon,Liquids Production,Annual,0.0916446857923497
2017,Cameroon,Liquids Production,Annual,
2021,South Africa,Liquids Production,Annual,0.094012
2018,South Africa,Liquids Production,Quarterly,0.119
2017,Sudans,Liquids Production,Quarterly,
2021,Sudans,Liquids Production,Quarterly,0.177005
2017,Africa other,Liquids Production,Annual,
2020,Africa other,Liquids Production,Annual,
2017,Eurasia,Demand,Annual,
2018,Eurasia,Liquids Production,Annual,
2015,Eurasia,Liquids Production,Quarterly,
2019,Eurasia,Liquids Production,Quarterly,14.158079
2019,Eurasia,Liquids Production,Quarterly,14.422279
2021,Russia,Liquids Production,Quarterly,10.713603
2017,Kazakhstan,Liquids Production,Annual,1.84243583287671
2018,Kazakhstan,Liquids Production,Annual,1.92506034794521
2018,Kazakhstan,Liquids Production,Quarterly,1.830669
2017,other Eurasia,Demand,Quarterly,
2018,Other Europe,Demand,Quarterly,0.689453487141381
2019,Other Europe,Demand,Quarterly,0.708652313592001
2019,Other Europe,Demand,Quarterly,0.840771561747635
2021,China,Demand,Annual,
2021,World,Demand,Quarterly,95.2582569826757
2015,World,Liquids Production,Annual,95.216305539726
2021,World,Liquids Production,Quarterly,92.649193
2018,World,Non-OPEC Liquids Production and OPEC NGLs,Annual,68.6303191232877
2021,World,Demand - Total non-OPEC supply and OPEC NGLs,Quarterly,27.0857729826756
2018,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,4.659032
2020,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,5.151314
2021,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,5.108314
2020,OPEC,OPEC NGL,Annual,4.94391782513661
2020,OPEC,"OPEC crude oil production 
(secondary sources)",Quarterly,25.572756
2018,Non-OPEC,Processing gains,Annual,2.25
2019,OECD,Demand,Annual,47.6940246575342
2019,OECD,Demand,Quarterly,47.7191808780463
2020,OECD,Demand,Quarterly,37.559
2018,OECD,Liquids Production,Quarterly,27.520724
2020,OECD,Liquids Production,Quarterly,27.980234
2020,OECD,Commercial,Quarterly,3211.662
2018,OECD,Oil-on-water,Annual,1058.4556376
2019,OECD,Commercial onland stocks,Quarterly,61.0389422671337
2020,OECD,"Closing stock levels, mb",Quarterly,4577.657
2018,OECD,OECD onland commercial,Annual,60.2841555235747
2019,OECD,OECD onland commercial,Quarterly,61.4174548491492
2019,OECD,OECD onland commercial,Quarterly,63.5868306960981
2020,OECD,OECD onland commercial,Quarterly,73.9406521283776
2017,Americas,Demand,Annual,25.1132547945205
2015,Americas,OECD onland commercial,Annual,
2017,Americas,OECD onland commercial,Quarterly,61.9679697053371
2015,US,Liquids Production,Quarterly,
2016,US,Liquids Production,Quarterly,
2015,Mexico,Liquids Production,Quarterly,
2018,Mexico,Liquids Production,Quarterly,1.951785
2015,Europe,Demand,Quarterly,
2019,Europe,Demand,Quarterly,14.2478151901862
2016,Europe,Liquids Production,Annual,3.8532053579235
2019,Europe,OECD onland commercial,Quarterly,73.3219106178764
2020,Norway,Liquids Production,Annual,2.00201434699454
2021,UK,Liquids Production,Quarterly,1.028976
2015,Other OECD Europe,Liquids Production,Annual,0.720292942465753
2019,Other OECD Europe,Liquids Production,Annual,0.719468126027397
2019,Other OECD Europe,Liquids Production,Quarterly,0.726818
2019,Asia Pacific,Demand,Quarterly,7.6761236171702
2018,Asia Pacific,Liquids Production,Quarterly,0.37863
2021,Asia Pacific,Liquids Production,Quarterly,0.509194
2018,Asia Pacific,OECD SPR,Quarterly,51.0621503283873
2018,Other Asia Pacific,Liquids Production,Quarterly,0.076178
2021,Non-OECD,Demand,Quarterly,50.1619772269331
2016,Other Asia,Demand,Quarterly,
2020,Other Asia,Demand,Quarterly,7.78980717863665
2021,Other Asia,Demand,Quarterly,8.56798784156328
2020,Other Asia,Liquids Production,Annual,2.50469590163934
2020,Other Asia,Liquids Production,Quarterly,2.46706
2018,India,Demand,Annual,4.73111943188282
2016,Malaysia,Liquids Production,Annual,0.730972532786885
2016,Malaysia,Liquids Production,Quarterly,
2018,Thailand,Liquids Production,Quarterly,0.513924
2021,Thailand,Liquids Production,Quarterly,0.454205
2020,Vietnam,Liquids Production,Quarterly,0.21367
2021,Latin America,Demand,Annual,6.29314632349576
2015,Latin America,Liquids Production,Annual,5.20928774246575
2018,Argentina,Liquids Production,Quarterly,0.647326
2018,Argentina,Liquids Production,Quarterly,0.654326
2015,Brazil,Liquids Production,Annual,3.07970116164384
2019,Ecuador,Liquids Production,Quarterly,0.554043
2021,Bahrain,Liquids Production,Annual,0.20357658630137
2020,Bahrain,Liquids Production,Quarterly,0.213117
2021,Bahrain,Liquids Production,Quarterly,0.198919
2019,Syria,Liquids Production,Annual,
2016,Yemen,Liquids Production,Quarterly,
2017,Africa,Demand,Annual,4.20313912474244
2020,Cameroon,Liquids Production,Annual,0.0735199535519126
2021,Cameroon,Liquids Production,Quarterly,0.048687
2020,Ghana,Liquids Production,Quarterly,0.194246
2021,Ghana,Liquids Production,Quarterly,0.181739
2016,South Africa,Liquids Production,Quarterly,
2019,South Africa,Liquids Production,Quarterly,0.1176
2020,South Africa,Liquids Production,Quarterly,0.09269
2019,Africa other,Liquids Production,Quarterly,0.130885
2018,Eurasia,Demand,Quarterly,4.93661564790726
2018,Eurasia,Demand,Quarterly,5.01259212339973
2018,Eurasia,Liquids Production,Quarterly,14.572336
2019,Eurasia,Liquids Production,Quarterly,14.343679
2019,Russia,Demand,Annual,3.60839857946095
2019,Kazakhstan,Liquids Production,Quarterly,1.745869
2016,Other Europe,Demand,Annual,0.69571746191151
2019,Other Europe,Liquids Production,Quarterly,0.119326
2020,Other Europe,Liquids Production,Quarterly,0.114789
2018,China,Demand,Quarterly,13.0692485755869
2020,China,Demand,Quarterly,11.3397158663211
2016,China,Liquids Production,Annual,4.09014507103825
2019,China,Liquids Production,Quarterly,4.047609
2019,World,Demand,Quarterly,100.791563183884
2018,World,Liquids Production,Quarterly,99.502521
2020,World,Balance (stock change and miscellaneous),Annual,2.95488624737406
2019,World,Balance (stock change and miscellaneous),Quarterly,0.623866127847364
2020,World,Demand - Total non-OPEC supply and OPEC NGLs,Annual,22.6873037526259
2019,World,Oil-on-water,Quarterly,1013.4556376
2019,World,Oil-on-water,Quarterly,995.4556376
2019,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,5.295075
2021,OPEC,OPEC NGL,Annual,
2018,OPEC,OPEC Non-conventional,Quarterly,0.108
2019,Non-OPEC,Liquids Production (Excluding Processing gains),Quarterly,64.170881
2016,Non-OPEC,Processing gains,Quarterly,
2019,OECD,Demand,Quarterly,47.1466537160316
2020,OECD,Demand,Quarterly,42.967
2018,OECD,Oil-on-water,Quarterly,1058.4556376
2017,OECD,"Days of forward consumption in OECD, days",Quarterly,96.4549508059452
2016,OECD,"Closing stock levels, mb",Quarterly,
2017,OECD,"Closing stock levels, mb",Quarterly,4547.052
2015,OECD,OECD onland commercial,Quarterly,
2018,OECD,OECD onland commercial,Quarterly,58.1449673580696
2018,OECD,OECD onland commercial,Quarterly,59.8254193440708
2018,Americas,Demand,Annual,25.7254328767123
2021,Americas,Demand,Quarterly,24.7459112582773
2016,Americas,OECD onland commercial,Quarterly,
2017,US,Liquids Production,Annual,14.4237719178082
2021,Mexico,Liquids Production,Quarterly,1.929913
2021,Europe,Demand,Annual,13.021533950931
2021,Europe,Demand,Quarterly,13.7086240887158
2019,Europe,OECD SPR,Quarterly,33.0013620266957
2019,UK,Liquids Production,Quarterly,1.214758
2021,UK,Liquids Production,Quarterly,1.037005
2021,Other OECD Europe,Liquids Production,Annual,0.764963610958904
2020,Asia Pacific,Demand,Quarterly,6.542
2020,Asia Pacific,Demand,Quarterly,6.695
2021,Asia Pacific,Demand,Quarterly,7.18150329999999
2018,Asia Pacific,Liquids Production,Quarterly,0.39943
2019,Asia Pacific,OECD onland commercial,Quarterly,51.4893990546928
2019,Australia,Liquids Production,Quarterly,0.368852
2019,Australia,Liquids Production,Quarterly,0.513991
2020,Australia,Liquids Production,Quarterly,0.467406
2021,Australia,Liquids Production,Quarterly,0.441654
2017,Other Asia Pacific,Liquids Production,Quarterly,
2020,Other Asia Pacific,Liquids Production,Quarterly,0.065781
2021,Non-OECD,Demand,Annual,51.8575504261142
2021,Non-OECD,Demand,Annual,
2016,Non-OECD,Liquids Production,Annual,14.1062165491803
2021,Non-OECD,Liquids Production,Quarterly,31.638181
2019,Other Asia,Demand,Annual,9.04135671602483
2015,Other Asia,Liquids Production,Annual,3.70981289041096
2015,India,Demand,Quarterly,
2017,India,Liquids Production,Annual,0.860312298630137
2019,India,Liquids Production,Quarterly,0.810161
2017,Indonesia,Liquids Production,Annual,0.89101904109589
2018,Indonesia,Liquids Production,Quarterly,0.866802
2019,Malaysia,Liquids Production,Annual,
2021,Vietnam,Liquids Production,Quarterly,0.218179
2019,Latin America,Liquids Production,Annual,
2021,Latin America,Liquids Production,Quarterly,6.312265
2017,Argentina,Liquids Production,Annual,0.669528652054795
2017,Ecuador,Liquids Production,Annual,0.540560676712329
2016,Guyana,Liquids Production,Annual,
2017,Middle East,Liquids Production,Annual,3.13899737534247
2020,Middle East,Liquids Production,Quarterly,3.166102
2021,Middle East,Liquids Production,Quarterly,3.241656
2020,Oman,Liquids Production,Quarterly,0.939036
2021,Qatar,Liquids Production,Quarterly,1.953815
2021,Syria,Liquids Production,Quarterly,0.024167
2017,Yemen,Liquids Production,Annual,0.0353615506849315
2020,Yemen,Liquids Production,Annual,
2021,Yemen,Liquids Production,Annual,0.0550974931506849
2018,Africa,Liquids Production,Quarterly,
2020,Africa,Liquids Production,Quarterly,1.43376
2019,Cameroon,Liquids Production,Quarterly,0.066
2019,Chad,Liquids Production,Annual,0.118
2018,Africa other,Liquids Production,Quarterly,0.116452
2019,Eurasia,Liquids Production,Annual,0.355762032876712
2020,Eurasia,Liquids Production,Quarterly,0.358968
2018,Russia,Demand,Annual,3.54851115405376
2017,Russia,Liquids Production,Annual,
2015,Russia,Liquids Production,Quarterly,
2018,Russia,Liquids Production,Quarterly,11.440652
2019,Russia,Liquids Production,Quarterly,11.451171
2021,Russia,Liquids Production,Quarterly,10.660095
2021,Kazakhstan,Liquids Production,Annual,1.83502906849315
2019,Azerbaijan,Liquids Production,Quarterly,0.825417
2020,other Eurasia,Liquids Production,Quarterly,2.91879
2020,Other Europe,Liquids Production,Quarterly,0.112554
2021,Other Europe,Liquids Production,Quarterly,0.107057
2019,China,Demand,Quarterly,12.6266631112613
2019,China,Liquids Production,Quarterly,4.046609
2016,World,Liquids Production,Annual,96.0123873442623
2018,World,Liquids Production,Annual,99.9745871232877
2018,World,Liquids Production,Quarterly,100.806984
2019,World,Liquids Production,Quarterly,98.930809
2020,World,Liquids Production,Quarterly,91.817131
2018,World,Oil-on-water,Quarterly,1014.4556376
2020,World,Oil-on-water,Quarterly,1329.4556376
2015,OPEC,"OPEC NGLs + 
non-conventional oils",Annual,4.44015871780822
2016,OPEC,OPEC NGL,Annual,5.01142030327869
2021,OPEC,OPEC NGL,Quarterly,5.115314
2019,OPEC,"OPEC crude oil production 
(secondary sources)",Annual,29.337306
2018,OPEC,"OPEC crude oil production 
(secondary sources)",Quarterly,32.082648
2017,Non-OPEC,Liquids Production (Excluding Processing gains),Annual,58.1815063671233
2021,Non-OPEC,Liquids Production (Excluding Processing gains),Quarterly,60.86317
2021,Non-OPEC,Liquids Production (Excluding Processing gains),Quarterly,62.096762
2019,Non-OPEC,Processing gains,Annual,2.264
2015,OECD,SPR,Quarterly,
2017,OECD,Oil-on-water,Annual,
2019,OECD,Oil-on-water,Annual,1011.4556376
2018,OECD,"Days of forward consumption in OECD, days",Annual,
2019,OECD,Commercial onland stocks,Annual,68.6861337118559
2018,OECD,Commercial onland stocks,Quarterly,60.2585175368962
2019,OECD,"Closing stock levels, mb",Quarterly,4424.654000000001
2019,OECD,OECD onland commercial,Annual,
2021,OECD,OECD onland commercial,Quarterly,
2017,OECD,OECD SPR,Quarterly,33.9848935537331
2021,Americas,Demand,Annual,
2019,Americas,Demand,Quarterly,25.2919871218615
2019,Americas,Demand,Quarterly,26.0292126669275
2021,Americas,Liquids Production,Quarterly,25.429416
2015,Americas,OECD onland commercial,Quarterly,
2017,Americas,OECD onland commercial,Quarterly,59.1917196697349
2018,Americas,OECD onland commercial,Quarterly,59.8102031322686
2020,Americas,OECD onland commercial,Quarterly,78.7417532986805
2020,Americas,OECD onland commercial,Quarterly,72.830749967618
2017,Americas,OECD SPR,Annual,27.7574932323028
2020,Americas,OECD SPR,Annual,
2017,Americas,OECD SPR,Quarterly,27.6111398654298
2017,Americas,OECD SPR,Quarterly,27.068269421816
2018,Americas,OECD SPR,Quarterly,25.663203597457
2019,Mexico,Liquids Production,Quarterly,1.931785
2017,Europe,Demand,Annual,14.4147150684932
2020,Europe,Demand,Annual,12.4339207650273
2018,Europe,Liquids Production,Quarterly,3.79097
2017,Europe,OECD onland commercial,Quarterly,67.3636040645207
2021,Norway,Liquids Production,Annual,
2018,UK,Liquids Production,Quarterly,1.070758
2016,Denmark,Liquids Production,Annual,0.144964131147541
2019,Other OECD Europe,Liquids Production,Annual,
2021,Asia Pacific,Demand,Annual,
2019,Asia Pacific,Demand,Quarterly,7.60685140398387
2016,Asia Pacific,Liquids Production,Quarterly,
2018,Asia Pacific,OECD SPR,Annual,
2021,Australia,Liquids Production,Annual,
2015,Australia,Liquids Production,Quarterly,
2021,Australia,Liquids Production,Quarterly,0.487698
2021,Non-OECD,Demand,Quarterly,50.7184688618226
2015,Non-OECD,Liquids Production,Annual,13.7807294054795
2021,Other Asia,Demand,Quarterly,8.34204033848877
2019,Other Asia,Liquids Production,Quarterly,3.39657
2017,Brunei,Liquids Production,Annual,0.113142734246575
2020,Brunei,Liquids Production,Annual,
2019,India,Demand,Annual,
2018,India,Demand,Quarterly,
2018,Indonesia,Liquids Production,Annual,0.86915338630137
2018,Malaysia,Liquids Production,Annual,0.73496998630137
2015,Thailand,Liquids Production,Quarterly,
2020,Thailand,Liquids Production,Quarterly,0.470326
2019,Vietnam,Liquids Production,Annual,0.25060817260274
2015,Vietnam,Liquids Production,Quarterly,
2019,Argentina,Liquids Production,Annual,0.708144926027397
2021,Argentina,Liquids Production,Quarterly,0.685476
2019,Brazil,Liquids Production,Quarterly,3.563691
2020,Brazil,Liquids Production,Quarterly,3.782156
2019,Colombia,Liquids Production,Quarterly,0.895583
2021,Colombia,Liquids Production,Quarterly,0.812579
2019,Ecuador,Liquids Production,Annual,
2019,Ecuador,Liquids Production,Quarterly,
2020,Ecuador,Liquids Production,Quarterly,0.52259
2017,Guyana,Liquids Production,Quarterly,
2021,Guyana,Liquids Production,Quarterly,0.12013
2017,Middle East,Demand,Quarterly,
2016,Bahrain,Liquids Production,Annual,0.225
2019,Bahrain,Liquids Production,Annual,0.217386424657534
2015,Bahrain,Liquids Production,Quarterly,
2018,Bahrain,Liquids Production,Quarterly,
2020,Bahrain,Liquids Production,Quarterly,0.172716
2019,Oman,Liquids Production,Annual,
2020,Qatar,Liquids Production,Annual,1.9298502295082
2020,Yemen,Liquids Production,Annual,0.0491107459016393
2016,Africa,Liquids Production,Quarterly,
2020,Africa,Liquids Production,Quarterly,1.367473
2021,Chad,Liquids Production,Quarterly,0.115895
2018,Egypt,Liquids Production,Quarterly,0.671611
2020,Ghana,Liquids Production,Annual,0.184927210382514
2019,South Africa,Liquids Production,Annual,0.103731506849315
2019,South Africa,Liquids Production,Quarterly,0.1178
2018,Sudans,Liquids Production,Annual,0.223279347945205
2020,Sudans,Liquids Production,Quarterly,0.228116
2021,Africa other,Liquids Production,Quarterly,0.119536
2019,Eurasia,Demand,Quarterly,4.6976162437853
2020,Russia,Demand,Annual,3.36698457584743
2020,Russia,Liquids Production,Quarterly,10.378923
2020,Russia,Liquids Production,Quarterly,10.31362
2020,Azerbaijan,Liquids Production,Quarterly,0.715431
2020,other Eurasia,Demand,Quarterly,1.227
2021,other Eurasia,Demand,Quarterly,1.27922293333333
2016,other Eurasia,Liquids Production,Annual,0.356836150273224
2021,Other Europe,Liquids Production,Annual,0.107956175342466
2018,Other Europe,Liquids Production,Quarterly,0.121263
2019,World,Demand,Annual,99.9669691403356
2018,World,Liquids Production,Annual,
2017,World,Non-OPEC Liquids Production and OPEC NGLs,Annual,65.565547139726
2021,World,Non-OPEC Liquids Production and OPEC NGLs,Annual,
2017,World,Balance (stock change and miscellaneous),Annual,
2020,World,Balance (stock change and miscellaneous),Annual,
2019,World,Balance (stock change and miscellaneous),Quarterly,-1.59693095304409
2020,World,Balance (stock change and miscellaneous),Quarterly,-1.09156752788012
2019,World,Demand - Total non-OPEC supply and OPEC NGLs,Quarterly,30.4583839530441
2019,World,Oil-on-water,Annual,1011.4556376
2018,OPEC,"OPEC NGLs + 
non-conventional oils",Annual,
2016,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,
2020,OPEC,OPEC NGL,Annual,
2021,OPEC,OPEC NGL,Quarterly,5.000314
2017,OPEC,OPEC Non-conventional,Quarterly,
2018,OPEC,"OPEC crude oil production 
(secondary sources)",Annual,
2016,Non-OPEC,Liquids Production (Excluding Processing gains),Quarterly,
2021,Non-OPEC,Processing gains,Annual,
2018,OECD,Demand,Annual,
2017,OECD,Liquids Production,Annual,
2017,OECD,Liquids Production,Quarterly,
2018,OECD,Liquids Production,Quarterly,27.237124
2021,OECD,"OECD closing stock levels, mb",Annual,
2018,OECD,"OECD closing stock levels, mb",Quarterly,4384.584
2017,OECD,Commercial,Annual,
2020,OECD,SPR,Annual,
2020,OECD,SPR,Quarterly,36.106453790118
2018,OECD,Oil-on-water,Quarterly,1041.4556376
2017,OECD,Commercial onland stocks,Annual,59.5822894479911
2020,OECD,Commercial onland stocks,Annual,67.8958698996886
2020,OECD,Commercial onland stocks,Annual,
2020,OECD,Commercial onland stocks,Quarterly,79.164407998083
2020,OECD,OECD onland commercial,Annual,67.9716576568599
2017,OECD,OECD SPR,Quarterly,32.653922201178
2020,OECD,OECD SPR,Quarterly,36.92782310512
2019,Americas,Demand,Quarterly,25.9900157897906
2017,Americas,OECD onland commercial,Annual,
2020,Americas,OECD onland commercial,Annual,66.3599559862463
2018,Americas,OECD SPR,Quarterly,25.7427848501621
2019,Americas,OECD SPR,Quarterly,25.564389477817
2020,US,Demand,Annual,18.4427677595628
2019,US,Demand,Quarterly,
2018,Canada,Liquids Production,Annual,
2021,Canada,Liquids Production,Annual,
2020,Mexico,Liquids Production,Annual,
2018,Europe,Demand,Quarterly,14.226
2020,Europe,Demand,Quarterly,12.873
2019,Europe,Liquids Production,Quarterly,3.884977
2019,Europe,OECD onland commercial,Annual,78.6414051109526
2019,Europe,OECD onland commercial,Annual,
2019,Europe,OECD onland commercial,Quarterly,66.9169163715609
2018,Europe,OECD SPR,Annual,34.0203034345076
2019,Norway,Liquids Production,Quarterly,1.772953
2021,Norway,Liquids Production,Quarterly,1.999758
2018,UK,Liquids Production,Annual,
2018,UK,Liquids Production,Quarterly,
2017,Denmark,Liquids Production,Annual,
2020,Denmark,Liquids Production,Annual,0.0786276229508197
2018,Other OECD Europe,Liquids Production,Quarterly,
2021,Other OECD Europe,Liquids Production,Quarterly,0.737937
2019,Asia Pacific,Demand,Quarterly,8.05462676866254
2019,Asia Pacific,Liquids Production,Quarterly,0.574424
2020,Asia Pacific,Liquids Production,Quarterly,0.532137
2018,Asia Pacific,OECD onland commercial,Quarterly,51.0238313473877
2017,Asia Pacific,OECD SPR,Quarterly,50.3899535769551
2019,Asia Pacific,OECD SPR,Quarterly,56.3604321404456
2020,Asia Pacific,OECD SPR,Quarterly,57.1632848916918
2017,Non-OECD,Liquids Production,Annual,32.4511171041096
2017,Non-OECD,Liquids Production,Annual,
2019,Non-OECD,Liquids Production,Annual,33.1554002876712
2021,Other Asia,Demand,Annual,8.6162788989217
2018,Other Asia,Liquids Production,Quarterly,
2016,Brunei,Liquids Production,Annual,0.120942606557377
2018,Brunei,Liquids Production,Quarterly,0.115546
2015,India,Liquids Production,Quarterly,
2017,Indonesia,Liquids Production,Quarterly,
2018,Indonesia,Liquids Production,Quarterly,
2019,Malaysia,Liquids Production,Quarterly,0.628102
2020,Asia others,Liquids Production,Quarterly,0.222712
2019,Latin America,Liquids Production,Annual,6.08750941917808
2017,Latin America,Liquids Production,Quarterly,
2020,Latin America,Liquids Production,Quarterly,6.135247
2019,Argentina,Liquids Production,Quarterly,0.668485
2020,Argentina,Liquids Production,Quarterly,0.658252
2021,Brazil,Liquids Production,Annual,3.78450157534247
2020,Colombia,Liquids Production,Quarterly,0.860025
2016,Ecuador,Liquids Production,Annual,0.55793037431694
2021,Ecuador,Liquids Production,Annual,0.521516863013699
2021,Ecuador,Liquids Production,Quarterly,0.526537
2021,Trinidad & Tobago,Liquids Production,Annual,
2019,Trinidad & Tobago,Liquids Production,Quarterly,0.080348
2017,Latin America others,Liquids Production,Annual,
2019,Latin America others,Liquids Production,Quarterly,0.37099
2021,Middle East,Demand,Quarterly,7.92497834908457
2017,Middle East,Liquids Production,Quarterly,
2019,Middle East,Liquids Production,Quarterly,3.213374
2019,Bahrain,Liquids Production,Quarterly,0.221315
2018,Oman,Liquids Production,Annual,0.978542726027397
2021,Oman,Liquids Production,Annual,
2020,Africa,Demand,Quarterly,4.27009788724988
2018,Chad,Liquids Production,Annual,
2020,Chad,Liquids Production,Quarterly,0.113467
2020,South Africa,Liquids Production,Annual,
2021,Africa other,Liquids Production,Quarterly,0.110948
2021,Africa other,Liquids Production,Quarterly,0.119329
2018,Eurasia,Liquids Production,Quarterly,14.138336
2018,Eurasia,Liquids Production,Quarterly,14.327336
2020,Eurasia,Liquids Production,Quarterly,0.361152
2020,Russia,Demand,Annual,
2020,Russia,Liquids Production,Annual,
2019,Azerbaijan,Liquids Production,Annual,
2019,Azerbaijan,Liquids Production,Quarterly,0.786776
2016,Other Europe,Demand,Quarterly,
2020,Other Europe,Liquids Production,Quarterly,0.119506
2016,China,Demand,Annual,11.8009051101639
2018,World,Demand,Annual,
2016,World,Demand,Quarterly,
2018,World,Demand,Quarterly,97.8266095888921
2018,World,Demand,Quarterly,99.6172390838921
2020,World,Demand,Quarterly,83.2669511460539
2020,World,Liquids Production,Quarterly,92.041909
2018,World,Balance (stock change and miscellaneous),Annual,
2016,World,Balance (stock change and miscellaneous),Quarterly,
2021,World,Balance (stock change and miscellaneous),Quarterly,
2018,World,Demand - Total non-OPEC supply and OPEC NGLs,Quarterly,32.0032735888921
2018,World,Demand - Total non-OPEC supply and OPEC NGLs,Quarterly,31.6926955713657
2017,World,Oil-on-water,Annual,
2018,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,4.820032
2019,OPEC,"OPEC NGLs + 
non-conventional oils",Quarterly,5.217075
2018,OPEC,OPEC NGL,Annual,
2018,OPEC,OPEC NGL,Quarterly,4.650032
2019,OPEC,OPEC NGL,Quarterly,4.720032
2019,OPEC,OPEC NGL,Quarterly,5.189075
2020,OPEC,"OPEC crude oil production 
(secondary sources)",Annual,
2021,OPEC,"OPEC crude oil production 
(secondary sources)",Annual,
2017,Non-OPEC,Liquids Production,Annual,
2018,Non-OPEC,Liquids Production (Excluding Processing gains),Quarterly,60.474704
2019,Non-OPEC,Liquids Production (Excluding Processing gains),Quarterly,62.574281
2017,Non-OPEC,Processing gains,Annual,
2020,Non-OPEC,Processing gains,Annual,
2018,Non-OPEC,Processing gains,Quarterly,2.248
2020,OECD,Demand,Quarterly,45.439
2020,OECD,"OECD closing stock levels, mb",Annual,
2020,OECD,"OECD closing stock levels, mb",Quarterly,4577.657
2015,OECD,Commercial,Quarterly,
2017,OECD,Commercial,Quarterly,
2020,OECD,Commercial,Quarterly,3036.342
2019,OECD,SPR,Annual,
2018,OECD,Oil-on-water,Quarterly,1014.4556376
2021,OECD,"Days of forward consumption in OECD, days",Annual,
2016,OECD,"Days of forward consumption in OECD, days",Quarterly,
2019,OECD,Commercial onland stocks,Annual,
2019,OECD,"Closing stock levels, mb",Annual,4424.654000000001
2021,OECD,"Closing stock levels, mb",Annual,
2015,OECD,OECD onland commercial,Annual,
2016,OECD,OECD onland commercial,Annual,63.0800428846526
2017,OECD,OECD onland commercial,Quarterly,63.2028260414486
2018,OECD,OECD SPR,Quarterly,32.5289232294852
2017,Americas,Liquids Production,Quarterly,
2019,Americas,Liquids Production,Quarterly,25.677362
2020,Americas,Liquids Production,Quarterly,24.653752
2017,Americas,OECD onland commercial,Quarterly,63.9208902337063
2019,Americas,OECD onland commercial,Quarterly,62.3268448934335
2018,US,Demand,Quarterly,
2017,Canada,Liquids Production,Annual,
2018,Canada,Liquids Production,Quarterly,
2018,Chile,Liquids Production,Quarterly,
2020,Chile,Liquids Production,Quarterly,0.011404
2020,Chile,Liquids Production,Quarterly,0.01131
2018,Mexico,Liquids Production,Annual,
2018,Europe,Demand,Quarterly,13.979
2018,Europe,Liquids Production,Quarterly,3.94337
2017,Europe,OECD onland commercial,Annual,
2015,Europe,OECD onland commercial,Quarterly,
2018,Europe,OECD SPR,Annual,
2020,Norway,Liquids Production,Annual,
2018,UK,Liquids Production,Annual,1.12368778356164
2021,UK,Liquids Production,Annual,
2017,UK,Liquids Production,Quarterly,
2020,Denmark,Liquids Production,Quarterly,0.074175
2018,Other OECD Europe,Liquids Production,Annual,0.7458146
2021,Other OECD Europe,Liquids Production,Quarterly,0.779096
2018,Asia Pacific,Demand,Annual,7.94950136986301
2015,Asia Pacific,Liquids Production,Annual,0.461180857534247
2018,Asia Pacific,OECD onland commercial,Annual,
2020,Asia Pacific,OECD onland commercial,Annual,
2017,Asia Pacific,OECD SPR,Annual,
2021,Australia,Liquids Production,Annual,0.476333424657534
2020,Non-OECD,Demand,Quarterly,48.043249183967
2019,Non-OECD,Liquids Production,Annual,
2016,Non-OECD,Liquids Production,Quarterly,
2020,Non-OECD,Liquids Production,Quarterly,33.472701
2020,Non-OECD,Liquids Production,Quarterly,31.221827
2021,Non-OECD,Liquids Production,Quarterly,32.086649
2017,Other Asia,Demand,Annual,
2021,Other Asia,Demand,Annual,
2019,Other Asia,Liquids Production,Quarterly,3.526528
2016,Brunei,Liquids Production,Quarterly,
2017,India,Demand,Annual,
2020,India,Demand,Annual,
2021,India,Demand,Annual,
2021,India,Liquids Production,Quarterly,0.760565
2019,Indonesia,Liquids Production,Quarterly,0.864241
2015,Thailand,Liquids Production,Annual,0.504402673972603
2019,Thailand,Liquids Production,Annual,
2021,Vietnam,Liquids Production,Quarterly,0.217849
2018,Asia others,Liquids Production,Quarterly,0.224039
2019,Asia others,Liquids Production,Quarterly,0.223039
